Mesh, positions, normals, tangents, uvs, uvs2, colors, triangles, Skel Weights
"FurySalesDock", 33, 0, 0, 0, 0, 0, 35
"FurySalesDockWarningSys", 70, 0, 0, 0, 0, 0, 104
"ProjectionSphere", 1659, 0, 0, 3318, 0, 0, 2944
"MainSalesDock", 33, 0, 0, 0, 0, 0, 35
"BjsBanner", 818, 0, 0, 0, 0, 0, 808
"CreditsBanner", 4909, 0, 0, 0, 0, 0, 4775
"ComeOnDownBanner", 5714, 0, 0, 11428, 0, 0, 5612
